,degrees,original
0,-24.974458634104685,-28.34
1,-24.46718731463701,-28.840000000000003
2,-23.507801868344092,-29.75
3,-19.398672978752504,-31.06
4,-15.415540588780141,-32.27
5,-13.580283272949702,-33.48
6,-12.270271773161474,-34.39
7,-12.491415369239915,-35.599999999999994
8,-9.73340718050357,-36.5
9,-13.409948600333339,-37.61
10,-14.46970623780053,-38.62
11,-21.65428489554127,-39.63
12,-23.772628793032997,-39.93000000000001
13,-21.971277390016148,-40.03000000000001
14,-21.037971313521634,-40.03000000000001
15,-20.691419467866233,-40.03000000000001
16,-18.464557524841343,-40.03000000000001
17,-4.474561512547019,-40.03000000000001
18,-4.663238658179451,-40.03000000000001
19,-0.997205484387746,-40.03000000000001
20,10.284607715391829,-40.03000000000001
21,14.38364585425837,-40.24
22,18.362850885457977,-40.93999999999999
23,9.25875940583281,-41.14
24,16.17873568135361,-41.14
25,15.141409238894386,-41.14
26,14.199576524994757,-41.34
27,12.73479976880321,-41.45
28,7.684580094610585,-41.45
29,0.5616402655912132,-41.45
30,-8.437803964769483,-41.45
31,-13.779410608012252,-41.45
32,-15.141364842664782,-41.45
33,-15.64175474654367,-41.45
34,-19.802644517212908,-41.45
35,-19.843279020132606,-41.45
36,-22.26428909031511,-40.93999999999999
37,-21.489651723334575,-40.74000000000001
38,-22.29363670563136,-40.74000000000001
39,-23.671997908443906,-40.74000000000001
40,-23.612585507948552,-40.54
41,-24.430567255401986,-39.13
42,-25.6507720128883,-39.33
43,-27.094889154387854,-38.81999999999999
44,-26.459980382352853,-38.02
45,-25.316193488847933,-37.61
46,-24.01638287658512,0.0
47,-22.60356336940986,-36.400000000000006
48,-19.492381466617786,-35.599999999999994
49,-18.148826907815625,-34.49
50,-14.826103801144503,-34.18
51,-13.336666646954626,-33.78
52,-11.822655325904687,-33.28
53,-13.088814449900495,-32.57
54,-12.56904729934628,-31.26
55,-11.38090857246588,-30.149999999999995
56,-12.45175502205059,-28.740000000000002
57,-10.806458073642897,-27.63
58,-10.154064017332667,-27.130000000000003
59,-9.427288347187352,-26.22
60,-7.5854996629630875,-25.210000000000004
61,-6.574349066724291,-24.4
62,-4.121217897535688,-23.5
63,-3.328600057565096,-23.09
64,-1.7441867750886633,-23.09
65,-1.6863172502937898,-23.09
66,-1.0579102847401154,-22.99
67,-0.8263651643293906,-22.49
68,-0.42742400683184784,-21.68
69,0.4030243299607409,-20.27
70,0.5431500897343424,-19.36
71,0.9359276951970361,-18.45
72,0.9422575730103455,-16.84
73,1.1654653803220119,-15.730000000000002
74,1.537708128766768,-14.32
75,1.4971191960154384,-13.01
76,0.593080533475281,-11.089999999999998
77,0.5960711958363946,-9.08
78,0.9261112192558469,-7.87
79,1.0877799826410504,-7.36
80,1.1360622697187532,-7.26
81,1.4704048320676375,-6.45
82,1.4290341628214587,-5.55
83,1.9835334656354235,-4.64
84,1.6698894714011456,-4.03
85,0.6413796292216444,-3.13
86,0.7849864909552781,-2.02
87,1.242447268518462,-1.11
88,0.8041732927466373,-0.61
89,-0.13947026171647864,-0.2
90,0.3211132329785101,0.1
91,-0.02068181280679861,0.5
92,-0.18693614108516657,0.71
93,-0.26259769501811503,0.71
94,-0.3978744206874042,0.5
95,-0.27307856693864674,0.0
96,-0.6443242411667133,-1.11
97,-1.914537669404305,-2.22
98,-3.014527682403811,-3.23
99,-1.7872809998832124,-5.139999999999999
100,-3.1988241154573265,-6.050000000000001
101,-3.5286878879796806,-6.96
102,-2.4015564107658367,-7.26
103,-5.073352244250989,-7.26
104,-4.162322402847648,-7.26
105,-3.732764975756376,-7.26
106,-5.768420895608636,-7.460000000000001
107,-4.9813111763168365,-7.559999999999999
108,-5.255341780912333,-7.559999999999999
109,-2.1484791189966463,-7.559999999999999
110,0.0702992884754265,-7.559999999999999
111,0.39123128798719986,-7.559999999999999
112,0.4037824542781859,-7.460000000000001
113,0.849123834891549,-7.26
114,1.7147907081179863,0.0
115,2.026489805986103,-6.96
116,2.626611997691403,-6.96
117,4.254795480246805,-6.860000000000001
118,4.0871318384827395,-6.860000000000001
119,1.8372116037067099,-6.860000000000001
120,1.5826975176125841,-6.860000000000001
121,1.5477612067296747,0.0
122,0.5331005335877265,-6.96
123,1.2817655726407577,-6.96
124,1.6822447500011697,-6.96
125,1.440629155989496,-6.96
126,1.9864311733908016,-6.96
127,1.7711425435349417,-6.96
128,1.860678426147581,-6.150000000000001
129,1.8689395399487116,-5.04
130,3.039547092220391,-3.829999999999999
131,2.499582431960213,-2.62
132,2.3082291328336053,-2.22
133,0.8877847333062311,-1.82
134,1.560194178731508,-1.11
135,2.7482183932216024,-0.61
136,3.5212551480588257,-0.61
137,5.01274584131135,-0.61
138,4.2935913816193,-0.61
139,4.078960370914466,-0.61
140,5.565124156944615,-0.61
141,6.024800583841527,-0.61
142,6.079585958061023,-0.5
143,6.0381766555573515,-0.3
144,6.065590046678021,0.2
145,6.665125695888345,0.3
146,6.814822951927515,0.4
147,7.589333106634757,0.5
148,7.608676202364233,1.01
149,7.180181723462544,1.6100000000000003
150,4.531436924652538,2.12
151,2.6677438237600426,2.52
152,2.7162390206407796,3.13
153,3.545290370304689,4.13
154,3.698086397792929,4.64
155,4.131829023298126,4.94
156,4.270368311554433,4.94
157,4.2001847027379675,4.94
158,7.425649330722694,4.94
159,3.127768163417803,4.84
160,2.7476852115795185,0.0
161,5.822578319311313,4.64
162,7.157709120432733,4.64
163,6.436066337448682,4.64
164,6.147497675204813,4.64
165,6.26494790062506,4.64
166,5.561559225084691,4.64
167,5.728464288964061,4.64
168,5.418289603941327,4.64
169,5.1622112978055625,0.0
170,5.554365328341375,4.74
171,6.375110741087727,4.94
172,6.530349841864715,5.04
173,5.710833863168967,5.04
174,5.042411914197655,5.04
175,3.584806429747798,5.139999999999999
176,2.2182296511310513,5.45
177,0.033993424612330334,5.75
178,-0.09908680826941792,5.849999999999999
179,-0.021533025132111448,5.849999999999999
180,-0.06139101425043737,5.949999999999999
181,-0.38760707221971474,6.25
182,-0.32163061980813856,6.25
183,-0.05030391301526748,5.949999999999999
184,0.7297113174670987,5.949999999999999
185,1.237239355998033,6.45
186,1.5608291728809074,6.659999999999999
187,2.408857242658345,6.659999999999999
188,7.093792637066577,6.659999999999999
189,7.95672727454245,6.96
190,9.78717869851814,7.559999999999999
191,9.878880818314732,7.659999999999998
192,11.073874493800883,7.659999999999998
193,11.520854879691212,7.760000000000002
194,11.644852695204563,7.760000000000002
195,11.448537690532763,7.760000000000002
196,8.447966432480815,7.760000000000002
197,8.918705631399032,7.760000000000002
198,8.885855836585856,7.760000000000002
199,8.71111910704942,7.760000000000002
200,8.653475725549097,7.760000000000002
201,10.425832975539244,7.760000000000002
202,11.184731879124776,7.760000000000002
203,14.276653502231058,8.07
204,10.13924677570197,8.87
205,19.331463917319578,10.49
206,19.37022353331211,11.39
207,21.130544282437402,12.300000000000002
208,21.93556062329886,13.01
209,22.149989289649533,14.02
210,20.626665859439928,15.030000000000001
211,19.20102950228714,16.34
212,17.000844570613026,17.239999999999995
213,10.97243593934244,18.35
214,11.063783743075836,19.26
215,9.540911959125099,20.370000000000005
216,10.05398381674541,20.469999999999995
217,16.54101916021484,20.370000000000005
218,25.780040173119964,20.57
219,39.64655362229645,21.68
220,40.299304555990815,22.29
221,47.769912753151466,22.39
222,50.504324345852716,22.39
223,52.94420452116467,22.39
224,45.2855065746402,22.39
225,45.05228635033553,0.0
226,45.93909762160248,22.49
227,43.01962888352891,22.08
