,degrees,original
0,-40.534075233237076,-28.34
1,-36.923138634158924,-28.840000000000003
2,-33.461322140135074,-29.75
3,-35.14333477042617,-31.06
4,-32.24939727947011,-32.27
5,-32.2970480942147,-33.48
6,-33.3352231876783,-34.39
7,-37.12996359241608,-35.599999999999994
8,-29.081780938660806,-36.5
9,-27.756748145340428,-37.61
10,-27.014586620316013,-38.62
11,-32.16773895284802,-39.63
12,-33.40661573997786,-39.93000000000001
13,-40.69531209387898,-40.03000000000001
14,-33.651286776426055,-40.03000000000001
15,-24.809174886379548,-40.03000000000001
16,-19.443982746159076,-40.03000000000001
17,4.724600223909199,-40.03000000000001
18,11.862283229695455,-40.03000000000001
19,8.702364512080756,-40.03000000000001
20,-0.5073175299662803,-40.03000000000001
21,3.387246623099764,-40.24
22,-0.5399822159807788,-40.93999999999999
23,16.68400917048906,-41.14
24,18.60590999726205,-41.14
25,6.684682661916208,-41.14
26,0.8116016037167022,-41.34
27,-21.060799513275107,-41.45
28,-29.270584442792885,-41.45
29,-26.956026285919616,-41.45
30,-24.888466552454226,-41.45
31,-23.965376731410757,-41.45
32,-24.96622825615482,-41.45
33,-24.861316550503425,-41.45
34,-23.392412652505897,-41.45
35,-22.523197656088197,-41.45
36,-19.078613729340294,-40.93999999999999
37,-17.24682358828728,-40.74000000000001
38,-18.53610717149181,-40.74000000000001
39,-18.657348151901417,-40.74000000000001
40,-21.20992474097129,-40.54
41,-22.68882462081913,-39.13
42,-26.6147849123439,-39.33
43,-26.965907862101332,-38.81999999999999
44,-27.006055714042667,-38.02
45,-25.094347237058628,-37.61
46,-24.605283494370912,0.0
47,-22.1304993448529,-36.400000000000006
48,-19.17163749074128,-35.599999999999994
49,-20.715369526190884,-34.49
50,-18.383133132198328,-34.18
51,-16.277184320502883,-33.78
52,-13.42995763950689,-33.28
53,-12.049336497852718,-32.57
54,-11.669056324302149,-31.26
55,-10.682975083638237,-30.149999999999995
56,-11.965349076723655,-28.740000000000002
57,-11.059888827701636,-27.63
58,-11.234378816654306,-27.130000000000003
59,-11.16381698611255,-26.22
60,-10.753156984907411,-25.210000000000004
61,-9.490092790379265,-24.4
62,-7.837461926350272,-23.5
63,-8.111794766816542,-23.09
64,-6.401287867968623,-23.09
65,-5.8587488667215855,-23.09
66,-6.077305101765062,-22.99
67,-5.700775555842476,-22.49
68,-5.485149471952935,-21.68
69,-4.30500718904333,-20.27
70,-4.252959440020541,-19.36
71,-4.3534007868601625,-18.45
72,-4.768564870936102,-16.84
73,-4.149517078814344,-15.730000000000002
74,-2.867702520910632,-14.32
75,-2.259456459517837,-13.01
76,-3.295729558740998,-11.089999999999998
77,-3.5892340998772587,-9.08
78,-2.8227694811254684,-7.87
79,-2.592921235836669,-7.36
80,-1.5655091331228355,-7.26
81,-1.3057714464175312,-6.45
82,-0.8997488234937133,-5.55
83,-0.9356664404612831,-4.64
84,-0.4091116560172354,-4.03
85,-0.11218282888905788,-3.13
86,0.1976279084365356,-2.02
87,0.6261568984698314,-1.11
88,0.34145593756518816,-0.61
89,-2.3971729234225694,-0.2
90,-3.23035973918551,0.1
91,-4.438878469888757,0.5
92,-4.9279797786169075,0.71
93,-4.395818396040058,0.71
94,-4.636751611464965,0.5
95,-4.77268219434515,0.0
96,-4.621710681138951,-1.11
97,-6.474417849638304,-2.22
98,-8.388748692376804,-3.23
99,-8.227208742090479,-5.139999999999999
100,-8.989794240280526,-6.050000000000001
101,-8.30669079968827,-6.96
102,-7.849519771556284,-7.26
103,-9.229803672620188,-7.26
104,-9.322159783029807,-7.26
105,-9.928916222853307,-7.26
106,-11.942266452423597,-7.460000000000001
107,-12.503818992772658,-7.559999999999999
108,-13.950875676936253,-7.559999999999999
109,-13.189549494874427,-7.559999999999999
110,-10.106025589352676,-7.559999999999999
111,-9.647293009221693,-7.559999999999999
112,-9.510780579601589,-7.460000000000001
113,-9.64740314602206,-7.26
114,-11.259209115608241,0.0
115,-12.945616118856593,-6.96
116,-13.354279143503149,-6.96
117,-19.358098239988045,-6.860000000000001
118,-22.117200966538885,-6.860000000000001
119,-25.412710892009386,-6.860000000000001
120,-23.906136793191944,-6.860000000000001
121,-21.337770514308296,0.0
122,-20.50232568069443,-6.96
123,-25.985212225597976,-6.96
124,-27.05218339660235,-6.96
125,-24.13824198911461,-6.96
126,-21.415141189678906,-6.96
127,-18.65150492506647,-6.96
128,-17.585500225829655,-6.150000000000001
129,-13.53319680258528,-5.04
130,-9.149264643248337,-3.829999999999999
131,-6.305981115837558,-2.62
132,-7.5228599980849005,-2.22
133,-5.688269906359006,-1.82
134,-4.1584701761557605,-1.11
135,-2.9992935857903325,-0.61
136,-3.6257640859926026,-0.61
137,-0.1796935925842275,-0.61
138,-0.11291493979071862,-0.61
139,-1.9572812066736565,-0.61
140,0.7704341325983313,-0.61
141,0.8371054767166769,-0.61
142,0.9427975848415996,-0.5
143,0.13817508709511497,-0.3
144,-0.050738910688032664,0.2
145,-0.9598121196726302,0.3
146,-0.4513378331373848,0.4
147,-3.3686680816705064,0.5
148,-2.9460881197032256,1.01
149,1.5457372295795295,1.6100000000000003
150,-3.14556955738556,2.12
151,-3.6260287558229405,2.52
152,-3.5379156869917794,3.13
153,-2.462781586155596,4.13
154,-2.2451792297183943,4.64
155,-3.1861782336524596,4.94
156,-1.8227367253081603,4.94
157,-2.526680994048827,4.94
158,2.4159328917516554,4.94
159,0.7733547855204522,4.84
160,-1.5561681023809026,0.0
161,0.07043802669294238,4.64
162,1.9704101109188903,4.64
163,1.860616954445051,4.64
164,1.9508729951283035,4.64
165,1.8840122733430487,4.64
166,1.8791248461050816,4.64
167,3.03075599842835,4.64
168,3.1704698657784878,4.64
169,4.239598736230349,0.0
170,4.169375426939332,4.74
171,5.503733989797717,4.94
172,7.215129240124561,5.04
173,7.066494078501329,5.04
174,2.362703946889277,5.04
175,-1.1971451850747061,5.139999999999999
176,-0.40097060413510915,5.45
